angle,label
164.28483095607388,0
164.93549857797584,0
158.95505736055804,0
159.76281001633293,0
161.04603152846195,0
162.02172416447877,0
162.90331729517263,0
163.70056641370152,0
163.88051445969919,0
164.23070779298484,0
164.26000720114897,0
164.33961407460237,0
164.26079503338187,0
164.25209508359157,0
164.39499598028786,0
164.4084630111153,0
164.34477340592795,0
164.39776622680145,0
164.42748956054757,0
164.44170656396196,0
164.44687400075216,0
164.48970711834684,0
164.5460135745712,0
164.64908603165625,0
164.72085988019873,0
164.77466305232386,0
164.53531991376997,0
164.47734202483286,0
164.3966649103745,0
164.25210959623513,0
164.36458031513408,0
164.32169640735256,0
163.88876897784215,0
163.92461284075918,0
163.79721038282153,0
163.8000592867517,0
164.01570853319032,0
164.09245734402978,0
164.10943341712422,0
164.21334906280504,0
164.32581569828824,0
164.35480354515053,0
164.3682039339735,0
164.54264522908565,0
165.1600232668703,0
165.54853709233782,0
165.82380266520673,0
165.74578844952933,0
165.3737006044573,0
165.34280263432626,0
165.6850265648459,0
165.65173080414152,0
165.88872745773602,0
166.4540956549494,0
166.66936970304343,0
166.82300485737272,0
167.08240457013105,0
163.63205877126714,0
164.6861841701231,0
165.0899712072648,0
163.60029936823184,0
165.55701197906677,0
166.1531537457887,0
166.17758881235937,0
166.99892046341037,0
166.83914617833204,0
163.57453751809285,0
164.4977815671918,0
165.12853825203266,0
162.3241620272113,0
162.78832995057383,0
162.32528067311512,0
163.49985195276597,0
164.51094946403165,0
166.61788897057514,0
166.70958697873047,0
165.5975731412035,0
164.61499583928813,0
166.67028875738973,0
167.14076158294452,0
167.39022028777455,0
167.05853224503272,0
165.92540180403475,0
166.82397546108325,0
169.2494613859088,0
170.04548732208482,0
170.61782010814048,0
171.08991596994596,0
170.88249273260652,0
171.2306498149566,0
171.01685450960622,0
168.922755467287,0
166.42893492096636,0
167.71754509080995,0
166.29601265832218,0
166.81418330100433,0
160.01389642676963,0
159.35144113446736,0
160.38115399260437,0
160.2632954013184,0
160.37274109392848,0
160.37012972670672,0
166.1840321797792,0
169.11459307739554,0
166.43032164320442,0
164.09966926981394,0
164.38636142183404,0
164.07361743197944,0
163.89735505476386,0
163.62336991965694,0
169.16408829260146,0
170.94139682655066,0
171.2204667957721,0
171.51969445866342,0
171.3538274989861,0
171.25114846725916,0
171.43505233709325,0
171.2425852211487,0
171.134468287448,0
171.0816479746197,0
171.07308068532004,0
171.17393616927447,0
171.2757319985432,0
171.39540129944044,0
171.38829611792474,0
163.55217802856367,0
160.17536829090997,0
158.6545787311347,0
158.9590526514779,0
159.28167485222752,0
159.48795639777518,0
159.05196241721188,0
159.27882486225533,0
159.45402652237271,0
159.26243358616583,0
157.82045160133612,0
157.08649199446234,0
156.90266903172815,0
165.44356194738754,0
163.135280803278,0
162.27423031311102,0
161.43606910620704,0
160.72125558868655,0
160.6772491862928,0
160.35034467958462,0
159.74745650005576,0
160.15448833736525,0
160.50828769811054,0
160.72016713121388,0
161.1476816566844,0
161.3057441187148,0
161.621656409157,0
162.22267071448374,0
162.27361811833578,0
162.4059388267831,0
162.38112631337887,0
162.3861931207443,0
163.60049842118502,0
164.230645726783,0
164.89242967829006,0
165.0236899800663,0
164.97312370194703,0
165.0047923135201,0
165.02848276658256,0
164.97468854107916,0
165.32419738035057,0
165.3915254297146,0
165.03333070734507,0
164.9741359405194,0
164.82823311222455,0
164.87839278280532,0
164.99703941516688,0
165.04587069372232,0
165.27480417062824,0
165.27277255283752,0
169.98487541462796,0
169.3241231409263,0
170.03490505571008,0
172.21181084781009,0
172.39991169971933,0
172.55937731193222,0
171.4000246588102,0
172.22006621928242,0
173.65791178369557,0
174.38582460970463,0
175.32592096434686,0
175.17723794394843,0
175.1621406333316,0
174.7542157496044,0
175.40147008652164,0
175.76993498837155,0
175.79605056439482,0
175.81182667984436,0
175.75354539840265,0
175.57560970892678,0
175.49811880507193,0
175.4529499848641,0
175.36821161035388,0
175.285345625483,0
174.48822369889646,0
174.184308470306,0
174.03774728140672,0
174.17644254652657,0
173.84776628984136,0
174.05473987618643,0
173.77753128530173,0
173.7403810021233,0
173.84675761691938,0
173.80019688578787,0
174.899420053939,0
174.35009971569312,0
175.0012316407292,0
174.9297892203583,0
175.13927632151112,0
175.27435820773482,0
175.28392394833043,0
174.68853792303972,0
174.38174794541845,0
173.37300927910104,0
173.01697058756562,0
172.44377545445968,0
172.49933584146672,0
172.4887800186141,0
172.50474514810827,0
173.05017849028076,0
172.06342035484874,0
172.28270174058872,0
171.71602597928538,0
171.12922308160168,0
170.99592776400917,0
170.93727636584094,0
169.6138684924121,0
169.24273384053805,0
169.39468180811184,0
169.19264654889218,0
168.8350865411796,0
170.34598321284656,0
170.71774699804962,0
170.96847442266565,0
171.11648795298947,0
170.95686363440274,0
171.03669821434076,0
171.06486747857448,0
170.11534466511057,0
169.5280805601814,0
169.05098728126384,0
170.59319296250075,0
171.43621301000664,0
171.71877232929467,0
172.09170762784638,0
172.72531911070575,0
172.77832981470604,0
171.41679003057612,0
172.3573817773536,0
172.94473262071438,0
173.35490740125286,0
172.00800631761823,0
171.23512638731356,0
170.70141988889023,0
170.33432797634202,0
169.79608239374878,0
169.86784058457735,0
169.69492698126143,0
171.02547918483714,0
171.9033796508913,0
172.9335252404342,0
173.26130651587192,0
173.75609031642028,0
174.12212046958362,0
174.23656631576793,0
174.33907281797656,0
174.59501917664264,0
174.54956248161645,0
174.56849135692173,0
174.50581665163267,0
174.369350101764,0
174.37675840335626,0
174.29291336487,0
174.2966691176656,0
174.33063241686463,0
174.39253358153613,0
174.42658062911545,0
174.4757700622366,0
174.656028736643,0
174.83897934530455,0
174.9231100946713,0
174.9457735405911,0
174.89471821091,0
174.81670012496065,0
174.69722874269897,0
174.9638279650892,0
175.19401677576727,0
175.30294215982448,0
175.47636852504414,0
175.3364465412543,0
175.42252923794805,0
175.43427072556716,0
175.4268060908091,0
175.52866056763514,0
175.38405879453143,0
169.96621489545515,0
167.85008382859633,0
165.91116040461262,0
165.65155927734378,0
165.19012478823845,0
165.39435911598986,0
165.39647070756146,0
165.41306349885195,0
164.98816496981797,0
163.38724355471982,0
163.77570766211562,0
163.67927485327706,0
164.22381923877654,0
165.87094229708953,0
166.1046032106178,0
166.472646307379,0
166.61826176994765,0
167.07763072193703,0
167.88756043739411,0
167.43670841817539,0
167.23255128314105,0
166.8023392660889,0
166.574340437032,0
166.10637764810804,0
164.9696349679025,0
163.7088259399414,0
162.9963050301025,0
163.37746694171472,0
163.3655805197301,0
163.57518971167394,0
164.42384780288276,0
164.12084227670192,0
163.72069576897843,0
163.23031125611195,0
162.86431113641152,0
162.63132421300142,0
163.15223002545844,0
162.97661008471485,0
163.07813132274916,0
162.88777264218692,0
163.5927851390161,0
163.80056677235316,0
163.92385279934615,0
164.05584169197184,0
164.69582737018186,0
164.6831746295471,0
164.75377428406614,0
164.92077123401214,0
164.59104231823545,0
163.94040084029584,0
163.5336715821626,0
163.71762427987568,0
164.13967781120704,0
163.98432097553493,0
164.0916687805287,0
164.10914038729382,0
164.13532926144015,0
164.23249696119203,0
164.25637005977137,0
164.38114133040133,0
164.4629821412682,0
163.87982192344805,0
